User ID,Product ID
0,0
0,7
0,10
0,458806286
0,18
0,21
0,23
0,24
0,38
0,41
1,0
1,7
1,10
1,458806286
1,18
1,21
1,23
1,24
1,38
1,41
2,0
2,7
2,10
2,458806286
2,18
2,21
2,23
2,24
2,38
2,41
3,0
3,7
3,10
3,458806286
3,18
3,21
3,23
3,24
3,38
3,41
4,0
4,7
4,10
4,458806286
4,18
4,21
4,23
4,24
4,38
4,41
5,0
5,7
5,10
5,458806286
5,18
5,21
5,23
5,24
5,38
5,41
6,0
6,7
6,10
6,458806286
6,18
6,21
6,23
6,24
6,38
6,41
7,0
7,7
7,10
7,458806286
7,18
7,21
7,23
7,24
7,38
7,41
8,0
8,7
8,10
8,458806286
8,18
8,21
8,23
8,24
8,38
8,41
9,0
9,7
9,10
9,458806286
9,18
9,21
9,23
9,24
9,38
9,41
10,0
10,7
10,10
10,458806286
10,18
10,21
10,23
10,24
10,38
10,41
11,0
11,7
11,10
11,458806286
11,18
11,21
11,23
11,24
11,38
11,41
12,0
12,7
12,10
12,458806286
12,18
12,21
12,23
12,24
12,38
12,41
13,0
13,7
13,10
13,458806286
13,18
13,21
13,23
13,24
13,38
13,41
14,0
14,7
14,10
14,458806286
14,18
14,21
14,23
14,24
14,38
14,41
15,0
15,7
15,10
15,458806286
15,18
15,21
15,23
15,24
15,38
15,41
16,0
16,7
16,10
16,458806286
16,18
16,21
16,23
16,24
16,38
16,41
17,0
17,7
17,10
17,458806286
17,18
17,21
17,23
17,24
17,38
17,41
18,0
18,7
18,10
18,458806286
18,18
18,21
18,23
18,24
18,38
18,41
19,0
19,7
19,10
19,458806286
19,18
19,21
19,23
19,24
19,38
19,41
20,0
20,7
20,10
20,458806286
20,18
20,21
20,23
20,24
20,38
20,41
21,0
21,7
21,10
21,458806286
21,18
21,21
21,23
21,24
21,38
21,41
22,0
22,7
22,10
22,458806286
22,18
22,21
22,23
22,24
22,38
22,41
23,0
23,7
23,10
23,458806286
23,18
23,21
23,23
23,24
23,38
23,41
24,0
24,7
24,10
24,458806286
24,18
24,21
24,23
24,24
24,38
24,41
25,0
25,7
25,10
25,458806286
25,18
25,21
25,23
25,24
25,38
25,41
26,0
26,7
26,10
26,458806286
26,18
26,21
26,23
26,24
26,38
26,41
27,0
27,7
27,10
27,458806286
27,18
27,21
27,23
27,24
27,38
27,41
28,0
28,7
28,10
28,458806286
28,18
28,21
28,23
28,24
28,38
28,41
29,0
29,7
29,10
29,458806286
29,18
29,21
29,23
29,24
29,38
29,41
30,0
30,7
30,10
30,458806286
30,18
30,21
30,23
30,24
30,38
30,41
31,0
31,7
31,10
31,458806286
31,18
31,21
31,23
31,24
31,38
31,41
32,0
32,7
32,10
32,458806286
32,18
32,21
32,23
32,24
32,38
32,41
33,0
33,7
33,10
33,458806286
33,18
33,21
33,23
33,24
33,38
33,41
34,0
34,7
34,10
34,458806286
34,18
34,21
34,23
34,24
34,38
34,41
35,0
35,7
35,10
35,458806286
35,18
35,21
35,23
35,24
35,38
35,41
37,0
37,7
37,10
37,458806286
37,18
37,21
37,23
37,24
37,38
37,41
39,0
39,7
39,10
39,458806286
39,18
39,21
39,23
39,24
39,38
39,41
40,0
40,7
40,10
40,458806286
40,18
40,21
40,23
40,24
40,38
40,41
41,0
41,7
41,10
41,458806286
41,18
41,21
41,23
41,24
41,38
41,41
42,0
42,7
42,10
42,458806286
42,18
42,21
42,23
42,24
42,38
42,41
43,0
43,7
43,10
43,458806286
43,18
43,21
43,23
43,24
43,38
43,41
44,0
44,7
44,10
44,458806286
44,18
44,21
44,23
44,24
44,38
44,41
45,0
45,7
45,10
45,458806286
45,18
45,21
45,23
45,24
45,38
45,41
46,0
46,7
46,10
46,458806286
46,18
46,21
46,23
46,24
46,38
46,41
47,0
47,7
47,10
47,458806286
47,18
47,21
47,23
47,24
47,38
47,41
48,0
48,7
48,10
48,458806286
48,18
48,21
48,23
48,24
48,38
48,41
49,0
49,7
49,10
49,458806286
49,18
49,21
49,23
49,24
49,38
49,41
50,0
50,7
50,10
50,458806286
50,18
50,21
50,23
50,24
50,38
50,41
51,0
51,7
51,10
51,458806286
51,18
51,21
51,23
51,24
51,38
51,41
52,0
52,7
52,10
52,458806286
52,18
52,21
52,23
52,24
52,38
52,41
53,0
53,7
53,10
53,458806286
53,18
53,21
53,23
53,24
53,38
53,41
54,0
54,7
54,10
54,458806286
54,18
54,21
54,23
54,24
54,38
54,41
55,0
55,7
55,10
55,458806286
55,18
55,21
55,23
55,24
55,38
55,41
56,0
56,7
56,10
56,458806286
56,18
56,21
56,23
56,24
56,38
56,41
57,0
57,7
57,10
57,458806286
57,18
57,21
57,23
57,24
57,38
57,41
58,0
58,7
58,10
58,458806286
58,18
58,21
58,23
58,24
58,38
58,41
59,0
59,7
59,10
59,458806286
59,18
59,21
59,23
59,24
59,38
59,41
60,0
60,7
60,10
60,458806286
60,18
60,21
60,23
60,24
60,38
60,41
61,0
61,7
61,10
61,458806286
61,18
61,21
61,23
61,24
61,38
61,41
62,0
62,7
62,10
62,458806286
62,18
62,21
62,23
62,24
62,38
62,41
63,0
63,7
63,10
63,458806286
63,18
63,21
63,23
63,24
63,38
63,41
64,0
64,7
64,10
64,458806286
64,18
64,21
64,23
64,24
64,38
64,41
65,0
65,7
65,10
65,458806286
65,18
65,21
65,23
65,24
65,38
65,41
66,0
66,7
66,10
66,458806286
66,18
66,21
66,23
66,24
66,38
66,41
67,0
67,7
67,10
67,458806286
67,18
67,21
67,23
67,24
67,38
67,41
68,0
68,7
68,10
68,458806286
68,18
68,21
68,23
68,24
68,38
68,41
69,0
69,7
69,10
69,458806286
69,18
69,21
69,23
69,24
69,38
69,41
70,0
70,7
70,10
70,458806286
70,18
70,21
70,23
70,24
70,38
70,41
71,0
71,7
71,10
71,458806286
71,18
71,21
71,23
71,24
71,38
71,41
72,0
72,7
72,10
72,458806286
72,18
72,21
72,23
72,24
72,38
72,41
73,0
73,7
73,10
73,458806286
73,18
73,21
73,23
73,24
73,38
73,41
74,0
74,7
74,10
74,458806286
74,18
74,21
74,23
74,24
74,38
74,41
75,0
75,7
75,10
75,458806286
75,18
75,21
75,23
75,24
75,38
75,41
76,0
76,7
76,10
76,458806286
76,18
76,21
76,23
76,24
76,38
76,41
77,0
77,7
77,10
77,458806286
77,18
77,21
77,23
77,24
77,38
77,41
78,0
78,7
78,10
78,458806286
78,18
78,21
78,23
78,24
78,38
78,41
79,0
79,7
79,10
79,458806286
79,18
79,21
79,23
79,24
79,38
79,41
80,0
80,7
80,10
80,458806286
80,18
80,21
80,23
80,24
80,38
80,41
81,0
81,7
81,10
81,458806286
81,18
81,21
81,23
81,24
81,38
81,41
82,0
82,7
82,10
82,458806286
82,18
82,21
82,23
82,24
82,38
82,41
83,0
83,7
83,10
83,458806286
83,18
83,21
83,23
83,24
83,38
83,41
84,0
84,7
84,10
84,458806286
84,18
84,21
84,23
84,24
84,38
84,41
85,0
85,7
85,10
85,458806286
85,18
85,21
85,23
85,24
85,38
85,41
86,0
86,7
86,10
86,458806286
86,18
86,21
86,23
86,24
86,38
86,41
87,0
87,7
87,10
87,458806286
87,18
87,21
87,23
87,24
87,38
87,41
88,0
88,7
88,10
88,458806286
88,18
88,21
88,23
88,24
88,38
88,41
89,0
89,7
89,10
89,458806286
89,18
89,21
89,23
89,24
89,38
89,41
90,0
90,7
90,10
90,458806286
90,18
90,21
90,23
90,24
90,38
90,41
91,0
91,7
91,10
91,458806286
91,18
91,21
91,23
91,24
91,38
91,41
92,0
92,7
92,10
92,458806286
92,18
92,21
92,23
92,24
92,38
92,41
93,0
93,7
93,10
93,458806286
93,18
93,21
93,23
93,24
93,38
93,41
94,0
94,7
94,10
94,458806286
94,18
94,21
94,23
94,24
94,38
94,41
95,0
95,7
95,10
95,458806286
95,18
95,21
95,23
95,24
95,38
95,41
96,0
96,7
96,10
96,458806286
96,18
96,21
96,23
96,24
96,38
96,41
97,0
97,7
97,10
97,458806286
97,18
97,21
97,23
97,24
97,38
97,41
98,0
98,7
98,10
98,458806286
98,18
98,21
98,23
98,24
98,38
98,41
99,0
99,7
99,10
99,458806286
99,18
99,21
99,23
99,24
99,38
99,41
100,0
100,7
100,10
100,458806286
100,18
100,21
100,23
100,24
100,38
100,41
101,0
101,7
101,10
101,458806286
101,18
101,21
101,23
101,24
101,38
101,41
102,0
102,7
102,10
102,458806286
102,18
102,21
102,23
102,24
102,38
102,41
103,0
103,7
103,10
103,458806286
103,18
103,21
103,23
103,24
103,38
103,41
104,0
104,7
104,10
104,458806286
104,18
104,21
104,23
104,24
104,38
104,41
105,0
105,7
105,10
105,458806286
105,18
105,21
105,23
105,24
105,38
105,41
106,0
106,7
106,10
106,458806286
106,18
106,21
106,23
106,24
106,38
106,41
107,0
107,7
107,10
107,458806286
107,18
107,21
107,23
107,24
107,38
107,41
108,0
108,7
108,10
108,458806286
108,18
108,21
108,23
108,24
108,38
108,41
109,0
109,7
109,10
109,458806286
109,18
109,21
109,23
109,24
109,38
109,41
111,0
111,7
111,10
111,458806286
111,18
111,21
111,23
111,24
111,38
111,41
112,0
112,7
112,10
112,458806286
112,18
112,21
112,23
112,24
112,38
112,41
113,0
113,7
113,10
113,458806286
113,18
113,21
113,23
113,24
113,38
113,41
114,0
114,7
114,10
114,458806286
114,18
114,21
114,23
114,24
114,38
114,41
115,0
115,7
115,10
115,458806286
115,18
115,21
115,23
115,24
115,38
115,41
116,0
116,7
116,10
116,458806286
116,18
116,21
116,23
116,24
116,38
116,41
117,0
117,7
117,10
117,458806286
117,18
117,21
117,23
117,24
117,38
117,41
118,0
118,7
118,10
118,458806286
118,18
118,21
118,23
118,24
118,38
118,41
119,0
119,7
119,10
119,458806286
119,18
119,21
119,23
119,24
119,38
119,41
120,0
120,7
120,10
120,458806286
120,18
120,21
120,23
120,24
120,38
120,41
121,0
121,7
121,10
121,458806286
121,18
121,21
121,23
121,24
121,38
121,41
122,0
122,7
122,10
122,458806286
122,18
122,21
122,23
122,24
122,38
122,41
123,0
123,7
123,10
123,458806286
123,18
123,21
123,23
123,24
123,38
123,41
124,0
124,7
124,10
124,458806286
124,18
124,21
124,23
124,24
124,38
124,41
125,0
125,7
125,10
125,458806286
125,18
125,21
125,23
125,24
125,38
125,41
126,0
126,7
126,10
126,458806286
126,18
126,21
126,23
126,24
126,38
126,41
127,0
127,7
127,10
127,458806286
127,18
127,21
127,23
127,24
127,38
127,41
128,0
128,7
128,10
128,458806286
128,18
128,21
128,23
128,24
128,38
128,41
129,0
129,7
129,10
129,458806286
129,18
129,21
129,23
129,24
129,38
129,41
130,0
130,7
130,10
130,458806286
130,18
130,21
130,23
130,24
130,38
130,41
131,0
131,7
131,10
131,458806286
131,18
131,21
131,23
131,24
131,38
131,41
132,0
132,7
132,10
132,458806286
132,18
132,21
132,23
132,24
132,38
132,41
133,0
133,7
133,10
133,458806286
133,18
133,21
133,23
133,24
133,38
133,41
134,0
134,7
134,10
134,458806286
134,18
134,21
134,23
134,24
134,38
134,41
135,0
135,7
135,10
135,458806286
135,18
135,21
135,23
135,24
135,38
135,41
136,0
136,7
136,10
136,458806286
136,18
136,21
136,23
136,24
136,38
136,41
137,0
137,7
137,10
137,458806286
137,18
137,21
137,23
137,24
137,38
137,41
138,0
138,7
138,10
138,458806286
138,18
138,21
138,23
138,24
138,38
138,41
139,0
139,7
139,10
139,458806286
139,18
139,21
139,23
139,24
139,38
139,41
140,0
140,7
140,10
140,458806286
140,18
140,21
140,23
140,24
140,38
140,41
141,0
141,7
141,10
141,458806286
141,18
141,21
141,23
141,24
141,38
141,41
142,0
142,7
142,10
142,458806286
142,18
142,21
142,23
142,24
142,38
142,41
143,0
143,7
143,10
143,458806286
143,18
143,21
143,23
143,24
143,38
143,41
144,0
144,7
144,10
144,458806286
144,18
144,21
144,23
144,24
144,38
144,41
146,0
146,7
146,10
146,458806286
146,18
146,21
146,23
146,24
146,38
146,41
147,0
147,7
147,10
147,458806286
147,18
147,21
147,23
147,24
147,38
147,41
148,0
148,7
148,10
148,458806286
148,18
148,21
148,23
148,24
148,38
148,41
149,0
149,7
149,10
149,458806286
149,18
149,21
149,23
149,24
149,38
149,41
150,0
150,7
150,10
150,458806286
150,18
150,21
150,23
150,24
150,38
150,41
151,0
151,7
151,10
151,458806286
151,18
151,21
151,23
151,24
151,38
151,41
152,0
152,7
152,10
152,458806286
152,18
152,21
152,23
152,24
152,38
152,41
153,0
153,7
153,10
153,458806286
153,18
153,21
153,23
153,24
153,38
153,41
154,0
154,7
154,10
154,458806286
154,18
154,21
154,23
154,24
154,38
154,41
155,0
155,7
155,10
155,458806286
155,18
155,21
155,23
155,24
155,38
155,41
156,0
156,7
156,10
156,458806286
156,18
156,21
156,23
156,24
156,38
156,41
157,0
157,7
157,10
157,458806286
157,18
157,21
157,23
157,24
157,38
157,41
158,0
158,7
158,10
158,458806286
158,18
158,21
158,23
158,24
158,38
158,41
159,0
159,7
159,10
159,458806286
159,18
159,21
159,23
159,24
159,38
159,41
160,0
160,7
160,10
160,458806286
160,18
160,21
160,23
160,24
160,38
160,41
161,0
161,7
161,10
161,458806286
161,18
161,21
161,23
161,24
161,38
161,41
162,0
162,7
162,10
162,458806286
162,18
162,21
162,23
162,24
162,38
162,41
163,0
163,7
163,10
163,458806286
163,18
163,21
163,23
163,24
163,38
163,41
164,0
164,7
164,10
164,458806286
164,18
164,21
164,23
164,24
164,38
164,41
165,0
165,7
165,10
165,458806286
165,18
165,21
165,23
165,24
165,38
165,41
166,0
166,7
166,10
166,458806286
166,18
166,21
166,23
166,24
166,38
166,41
167,0
167,7
167,10
167,458806286
167,18
167,21
167,23
167,24
167,38
167,41
168,0
168,7
168,10
168,458806286
168,18
168,21
168,23
168,24
168,38
168,41
169,0
169,7
169,10
169,458806286
169,18
169,21
169,23
169,24
169,38
169,41
170,0
170,7
170,10
170,458806286
170,18
170,21
170,23
170,24
170,38
170,41
171,0
171,7
171,10
171,458806286
171,18
171,21
171,23
171,24
171,38
171,41
172,0
172,7
172,10
172,458806286
172,18
172,21
172,23
172,24
172,38
172,41
173,0
173,7
173,10
173,458806286
173,18
173,21
173,23
173,24
173,38
173,41
174,0
174,7
174,10
174,458806286
174,18
174,21
174,23
174,24
174,38
174,41
175,0
175,7
175,10
175,458806286
175,18
175,21
175,23
175,24
175,38
175,41
176,0
176,7
176,10
176,458806286
176,18
176,21
176,23
176,24
176,38
176,41
177,0
177,7
177,10
177,458806286
177,18
177,21
177,23
177,24
177,38
177,41
178,0
178,7
178,10
178,458806286
178,18
178,21
178,23
178,24
178,38
178,41
179,0
179,7
179,10
179,458806286
179,18
179,21
179,23
179,24
179,38
179,41
180,0
180,7
180,10
180,458806286
180,18
180,21
180,23
180,24
180,38
180,41
181,0
181,7
181,10
181,458806286
181,18
181,21
181,23
181,24
181,38
181,41
182,0
182,7
182,10
182,458806286
182,18
182,21
182,23
182,24
182,38
182,41
183,0
183,7
183,10
183,458806286
183,18
183,21
183,23
183,24
183,38
183,41
184,0
184,7
184,10
184,458806286
184,18
184,21
184,23
184,24
184,38
184,41
185,0
185,7
185,10
185,458806286
185,18
185,21
185,23
185,24
185,38
185,41
186,0
186,7
186,10
186,458806286
186,18
186,21
186,23
186,24
186,38
186,41
187,0
187,7
187,10
187,458806286
187,18
187,21
187,23
187,24
187,38
187,41
188,0
188,7
188,10
188,458806286
188,18
188,21
188,23
188,24
188,38
188,41
189,0
189,7
189,10
189,458806286
189,18
189,21
189,23
189,24
189,38
189,41
190,0
190,7
190,10
190,458806286
190,18
190,21
190,23
190,24
190,38
190,41
191,0
191,7
191,10
191,458806286
191,18
191,21
191,23
191,24
191,38
191,41
192,0
192,7
192,10
192,458806286
192,18
192,21
192,23
192,24
192,38
192,41
193,0
193,7
193,10
193,458806286
193,18
193,21
193,23
193,24
193,38
193,41
194,0
194,7
194,10
194,458806286
194,18
194,21
194,23
194,24
194,38
194,41
195,0
195,7
195,10
195,458806286
195,18
195,21
195,23
195,24
195,38
195,41
196,0
196,7
196,10
196,458806286
196,18
196,21
196,23
196,24
196,38
196,41
197,0
197,7
197,10
197,458806286
197,18
197,21
197,23
197,24
197,38
197,41
198,0
198,7
198,10
198,458806286
198,18
198,21
198,23
198,24
198,38
198,41
199,0
199,7
199,10
199,458806286
199,18
199,21
199,23
199,24
199,38
199,41
200,0
200,7
200,10
200,458806286
200,18
200,21
200,23
200,24
200,38
200,41
201,0
201,7
201,10
201,458806286
201,18
201,21
201,23
201,24
201,38
201,41
202,0
202,7
202,10
202,458806286
202,18
202,21
202,23
202,24
202,38
202,41
203,0
203,7
203,10
203,458806286
203,18
203,21
203,23
203,24
203,38
203,41
204,0
204,7
204,10
204,458806286
204,18
204,21
204,23
204,24
204,38
204,41
205,0
205,7
205,10
205,458806286
205,18
205,21
205,23
205,24
205,38
205,41
206,0
206,7
206,10
206,458806286
206,18
206,21
206,23
206,24
206,38
206,41
207,0
207,7
207,10
207,458806286
207,18
207,21
207,23
207,24
207,38
207,41
208,0
208,7
208,10
208,458806286
208,18
208,21
208,23
208,24
208,38
208,41
209,0
209,7
209,10
209,458806286
209,18
209,21
209,23
209,24
209,38
209,41
210,0
210,7
210,10
210,458806286
210,18
210,21
210,23
210,24
210,38
210,41
211,0
211,7
211,10
211,458806286
211,18
211,21
211,23
211,24
211,38
211,41
212,0
212,7
212,10
212,458806286
212,18
212,21
212,23
212,24
212,38
212,41
213,0
213,7
213,10
213,458806286
213,18
213,21
213,23
213,24
213,38
213,41
214,0
214,7
214,10
214,458806286
214,18
214,21
214,23
214,24
214,38
214,41
215,0
215,7
215,10
215,458806286
215,18
215,21
215,23
215,24
215,38
215,41
216,0
216,7
216,10
216,458806286
216,18
216,21
216,23
216,24
216,38
216,41
218,0
218,7
218,10
218,458806286
218,18
218,21
218,23
218,24
218,38
218,41
219,0
219,7
219,10
219,458806286
219,18
219,21
219,23
219,24
219,38
219,41
220,0
220,7
220,10
220,458806286
220,18
220,21
220,23
220,24
220,38
220,41
221,0
221,7
221,10
221,458806286
221,18
221,21
221,23
221,24
221,38
221,41
222,0
222,7
222,10
222,458806286
222,18
222,21
222,23
222,24
222,38
222,41
223,0
223,7
223,10
223,458806286
223,18
223,21
223,23
223,24
223,38
223,41
224,0
224,7
224,10
224,458806286
224,18
224,21
224,23
224,24
224,38
224,41
225,0
225,7
225,10
225,458806286
225,18
225,21
225,23
225,24
225,38
225,41
226,0
226,7
226,10
226,458806286
226,18
226,21
226,23
226,24
226,38
226,41
227,0
227,7
227,10
227,458806286
227,18
227,21
227,23
227,24
227,38
227,41
228,0
228,7
228,10
228,458806286
228,18
228,21
228,23
228,24
228,38
228,41
229,0
229,7
229,10
229,458806286
229,18
229,21
229,23
229,24
229,38
229,41
230,0
230,7
230,10
230,458806286
230,18
230,21
230,23
230,24
230,38
230,41
231,0
231,7
231,10
231,458806286
231,18
231,21
231,23
231,24
231,38
231,41
232,0
232,7
232,10
232,458806286
232,18
232,21
232,23
232,24
232,38
232,41
233,0
233,7
233,10
233,458806286
233,18
233,21
233,23
233,24
233,38
233,41
234,0
234,7
234,10
234,458806286
234,18
234,21
234,23
234,24
234,38
234,41
235,0
235,7
235,10
235,458806286
235,18
235,21
235,23
235,24
235,38
235,41
236,0
236,7
236,10
236,458806286
236,18
236,21
236,23
236,24
236,38
236,41
237,0
237,7
237,10
237,458806286
237,18
237,21
237,23
237,24
237,38
237,41
238,0
238,7
238,10
238,458806286
238,18
238,21
238,23
238,24
238,38
238,41
239,0
239,7
239,10
239,458806286
239,18
239,21
239,23
239,24
239,38
239,41
240,0
240,7
240,10
240,458806286
240,18
240,21
240,23
240,24
240,38
240,41
241,0
241,7
241,10
241,458806286
241,18
241,21
241,23
241,24
241,38
241,41
242,0
242,7
242,10
242,458806286
242,18
242,21
242,23
242,24
242,38
242,41
243,0
243,7
243,10
243,458806286
243,18
243,21
243,23
243,24
243,38
243,41
244,0
244,7
244,10
244,458806286
244,18
244,21
244,23
244,24
244,38
244,41
245,0
245,7
245,10
245,458806286
245,18
245,21
245,23
245,24
245,38
245,41
246,0
246,7
246,10
246,458806286
246,18
246,21
246,23
246,24
246,38
246,41
247,0
247,7
247,10
247,458806286
247,18
247,21
247,23
247,24
247,38
247,41
248,0
248,7
248,10
248,458806286
248,18
248,21
248,23
248,24
248,38
248,41
249,0
249,7
249,10
249,458806286
249,18
249,21
249,23
249,24
249,38
249,41
250,0
250,7
250,10
250,458806286
250,18
250,21
250,23
250,24
250,38
250,41
251,0
251,7
251,10
251,458806286
251,18
251,21
251,23
251,24
251,38
251,41
252,0
252,7
252,10
252,458806286
252,18
252,21
252,23
252,24
252,38
252,41
253,0
253,7
253,10
253,458806286
253,18
253,21
253,23
253,24
253,38
253,41
254,0
254,7
254,10
254,458806286
254,18
254,21
254,23
254,24
254,38
254,41
255,0
255,7
255,10
255,458806286
255,18
255,21
255,23
255,24
255,38
255,41
256,0
256,7
256,10
256,458806286
256,18
256,21
256,23
256,24
256,38
256,41
257,0
257,7
257,10
257,458806286
257,18
257,21
257,23
257,24
257,38
257,41
258,0
258,7
258,10
258,458806286
258,18
258,21
258,23
258,24
258,38
258,41
259,0
259,7
259,10
259,458806286
259,18
259,21
259,23
259,24
259,38
259,41
260,0
260,7
260,10
260,458806286
260,18
260,21
260,23
260,24
260,38
260,41
261,0
261,7
261,10
261,458806286
261,18
261,21
261,23
261,24
